OriginalName,DatabaseName,Participant,SessionID,Timestamp,VideoTime,Value
7_heretic.mp4 - 60.06,0F1BB181-7DA3-1666-45CF-AB1940AABF9F_14,170FE9CD-7D74-2063-7334-E800F4C8B242,FF208966-95AA-0A4A-6CD0-4E5E068591FD,1680101673467,0,0
7_heretic.mp4 - 60.06,0F1BB181-7DA3-1666-45CF-AB1940AABF9F_14,170FE9CD-7D74-2063-7334-E800F4C8B242,FF208966-95AA-0A4A-6CD0-4E5E068591FD,1680101676949,3436,1
7_heretic.mp4 - 60.06,0F1BB181-7DA3-1666-45CF-AB1940AABF9F_14,170FE9CD-7D74-2063-7334-E800F4C8B242,FF208966-95AA-0A4A-6CD0-4E5E068591FD,1680101677031,3508,2
7_heretic.mp4 - 60.06,0F1BB181-7DA3-1666-45CF-AB1940AABF9F_14,170FE9CD-7D74-2063-7334-E800F4C8B242,FF208966-95AA-0A4A-6CD0-4E5E068591FD,1680101677131,3612,3
7_heretic.mp4 - 60.06,0F1BB181-7DA3-1666-45CF-AB1940AABF9F_14,170FE9CD-7D74-2063-7334-E800F4C8B242,FF208966-95AA-0A4A-6CD0-4E5E068591FD,1680101677247,3725,4
7_heretic.mp4 - 60.06,0F1BB181-7DA3-1666-45CF-AB1940AABF9F_14,170FE9CD-7D74-2063-7334-E800F4C8B242,FF208966-95AA-0A4A-6CD0-4E5E068591FD,1680101677481,3963,5
7_heretic.mp4 - 60.06,0F1BB181-7DA3-1666-45CF-AB1940AABF9F_14,170FE9CD-7D74-2063-7334-E800F4C8B242,FF208966-95AA-0A4A-6CD0-4E5E068591FD,1680101678280,4763,6
7_heretic.mp4 - 60.06,0F1BB181-7DA3-1666-45CF-AB1940AABF9F_14,170FE9CD-7D74-2063-7334-E800F4C8B242,FF208966-95AA-0A4A-6CD0-4E5E068591FD,1680101678331,4809,7
7_heretic.mp4 - 60.06,0F1BB181-7DA3-1666-45CF-AB1940AABF9F_14,170FE9CD-7D74-2063-7334-E800F4C8B242,FF208966-95AA-0A4A-6CD0-4E5E068591FD,1680101678463,4940,8
7_heretic.mp4 - 60.06,0F1BB181-7DA3-1666-45CF-AB1940AABF9F_14,170FE9CD-7D74-2063-7334-E800F4C8B242,FF208966-95AA-0A4A-6CD0-4E5E068591FD,1680101678648,5130,9
7_heretic.mp4 - 60.06,0F1BB181-7DA3-1666-45CF-AB1940AABF9F_14,170FE9CD-7D74-2063-7334-E800F4C8B242,FF208966-95AA-0A4A-6CD0-4E5E068591FD,1680101681015,7498,10
7_heretic.mp4 - 60.06,0F1BB181-7DA3-1666-45CF-AB1940AABF9F_14,170FE9CD-7D74-2063-7334-E800F4C8B242,FF208966-95AA-0A4A-6CD0-4E5E068591FD,1680101681064,7542,11
7_heretic.mp4 - 60.06,0F1BB181-7DA3-1666-45CF-AB1940AABF9F_14,170FE9CD-7D74-2063-7334-E800F4C8B242,FF208966-95AA-0A4A-6CD0-4E5E068591FD,1680101681147,7626,12
7_heretic.mp4 - 60.06,0F1BB181-7DA3-1666-45CF-AB1940AABF9F_14,170FE9CD-7D74-2063-7334-E800F4C8B242,FF208966-95AA-0A4A-6CD0-4E5E068591FD,1680101681264,7751,13
7_heretic.mp4 - 60.06,0F1BB181-7DA3-1666-45CF-AB1940AABF9F_14,170FE9CD-7D74-2063-7334-E800F4C8B242,FF208966-95AA-0A4A-6CD0-4E5E068591FD,1680101694364,20847,14
7_heretic.mp4 - 60.06,0F1BB181-7DA3-1666-45CF-AB1940AABF9F_14,170FE9CD-7D74-2063-7334-E800F4C8B242,FF208966-95AA-0A4A-6CD0-4E5E068591FD,1680101694448,20932,15
7_heretic.mp4 - 60.06,0F1BB181-7DA3-1666-45CF-AB1940AABF9F_14,170FE9CD-7D74-2063-7334-E800F4C8B242,FF208966-95AA-0A4A-6CD0-4E5E068591FD,1680101695732,22216,16
7_heretic.mp4 - 60.06,0F1BB181-7DA3-1666-45CF-AB1940AABF9F_14,170FE9CD-7D74-2063-7334-E800F4C8B242,FF208966-95AA-0A4A-6CD0-4E5E068591FD,1680101695881,22365,17
7_heretic.mp4 - 60.06,0F1BB181-7DA3-1666-45CF-AB1940AABF9F_14,170FE9CD-7D74-2063-7334-E800F4C8B242,FF208966-95AA-0A4A-6CD0-4E5E068591FD,1680101705449,31927,16
7_heretic.mp4 - 60.06,0F1BB181-7DA3-1666-45CF-AB1940AABF9F_14,170FE9CD-7D74-2063-7334-E800F4C8B242,FF208966-95AA-0A4A-6CD0-4E5E068591FD,1680101705548,32031,15
7_heretic.mp4 - 60.06,0F1BB181-7DA3-1666-45CF-AB1940AABF9F_14,170FE9CD-7D74-2063-7334-E800F4C8B242,FF208966-95AA-0A4A-6CD0-4E5E068591FD,1680101705648,32135,14
7_heretic.mp4 - 60.06,0F1BB181-7DA3-1666-45CF-AB1940AABF9F_14,170FE9CD-7D74-2063-7334-E800F4C8B242,FF208966-95AA-0A4A-6CD0-4E5E068591FD,1680101705965,32446,13
7_heretic.mp4 - 60.06,0F1BB181-7DA3-1666-45CF-AB1940AABF9F_14,170FE9CD-7D74-2063-7334-E800F4C8B242,FF208966-95AA-0A4A-6CD0-4E5E068591FD,1680101709232,35718,12
7_heretic.mp4 - 60.06,0F1BB181-7DA3-1666-45CF-AB1940AABF9F_14,170FE9CD-7D74-2063-7334-E800F4C8B242,FF208966-95AA-0A4A-6CD0-4E5E068591FD,1680101709298,35783,11
7_heretic.mp4 - 60.06,0F1BB181-7DA3-1666-45CF-AB1940AABF9F_14,170FE9CD-7D74-2063-7334-E800F4C8B242,FF208966-95AA-0A4A-6CD0-4E5E068591FD,1680101709865,36347,10
7_heretic.mp4 - 60.06,0F1BB181-7DA3-1666-45CF-AB1940AABF9F_14,170FE9CD-7D74-2063-7334-E800F4C8B242,FF208966-95AA-0A4A-6CD0-4E5E068591FD,1680101710032,36519,9
7_heretic.mp4 - 60.06,0F1BB181-7DA3-1666-45CF-AB1940AABF9F_14,170FE9CD-7D74-2063-7334-E800F4C8B242,FF208966-95AA-0A4A-6CD0-4E5E068591FD,1680101715399,41879,10
7_heretic.mp4 - 60.06,0F1BB181-7DA3-1666-45CF-AB1940AABF9F_14,170FE9CD-7D74-2063-7334-E800F4C8B242,FF208966-95AA-0A4A-6CD0-4E5E068591FD,1680101715465,41942,11
7_heretic.mp4 - 60.06,0F1BB181-7DA3-1666-45CF-AB1940AABF9F_14,170FE9CD-7D74-2063-7334-E800F4C8B242,FF208966-95AA-0A4A-6CD0-4E5E068591FD,1680101715598,42075,12
7_heretic.mp4 - 60.06,0F1BB181-7DA3-1666-45CF-AB1940AABF9F_14,170FE9CD-7D74-2063-7334-E800F4C8B242,FF208966-95AA-0A4A-6CD0-4E5E068591FD,1680101715681,42160,13
7_heretic.mp4 - 60.06,0F1BB181-7DA3-1666-45CF-AB1940AABF9F_14,170FE9CD-7D74-2063-7334-E800F4C8B242,FF208966-95AA-0A4A-6CD0-4E5E068591FD,1680101715815,42293,14
7_heretic.mp4 - 60.06,0F1BB181-7DA3-1666-45CF-AB1940AABF9F_14,170FE9CD-7D74-2063-7334-E800F4C8B242,FF208966-95AA-0A4A-6CD0-4E5E068591FD,1680101716315,42792,15
7_heretic.mp4 - 60.06,0F1BB181-7DA3-1666-45CF-AB1940AABF9F_14,170FE9CD-7D74-2063-7334-E800F4C8B242,FF208966-95AA-0A4A-6CD0-4E5E068591FD,1680101716548,43026,16
7_heretic.mp4 - 60.06,0F1BB181-7DA3-1666-45CF-AB1940AABF9F_14,170FE9CD-7D74-2063-7334-E800F4C8B242,FF208966-95AA-0A4A-6CD0-4E5E068591FD,1680101717582,44065,17
7_heretic.mp4 - 60.06,0F1BB181-7DA3-1666-45CF-AB1940AABF9F_14,170FE9CD-7D74-2063-7334-E800F4C8B242,FF208966-95AA-0A4A-6CD0-4E5E068591FD,1680101717648,44129,18
7_heretic.mp4 - 60.06,0F1BB181-7DA3-1666-45CF-AB1940AABF9F_14,170FE9CD-7D74-2063-7334-E800F4C8B242,FF208966-95AA-0A4A-6CD0-4E5E068591FD,1680101717765,44241,19
7_heretic.mp4 - 60.06,0F1BB181-7DA3-1666-45CF-AB1940AABF9F_14,170FE9CD-7D74-2063-7334-E800F4C8B242,FF208966-95AA-0A4A-6CD0-4E5E068591FD,1680101717865,44346,20
7_heretic.mp4 - 60.06,0F1BB181-7DA3-1666-45CF-AB1940AABF9F_14,170FE9CD-7D74-2063-7334-E800F4C8B242,FF208966-95AA-0A4A-6CD0-4E5E068591FD,1680101718899,45385,21
7_heretic.mp4 - 60.06,0F1BB181-7DA3-1666-45CF-AB1940AABF9F_14,170FE9CD-7D74-2063-7334-E800F4C8B242,FF208966-95AA-0A4A-6CD0-4E5E068591FD,1680101719065,45542,22
7_heretic.mp4 - 60.06,0F1BB181-7DA3-1666-45CF-AB1940AABF9F_14,170FE9CD-7D74-2063-7334-E800F4C8B242,FF208966-95AA-0A4A-6CD0-4E5E068591FD,1680101719181,45666,23
7_heretic.mp4 - 60.06,0F1BB181-7DA3-1666-45CF-AB1940AABF9F_14,170FE9CD-7D74-2063-7334-E800F4C8B242,FF208966-95AA-0A4A-6CD0-4E5E068591FD,1680101721566,48050,24
7_heretic.mp4 - 60.06,0F1BB181-7DA3-1666-45CF-AB1940AABF9F_14,170FE9CD-7D74-2063-7334-E800F4C8B242,FF208966-95AA-0A4A-6CD0-4E5E068591FD,1680101721664,48142,25
7_heretic.mp4 - 61.049422,0F1BB181-7DA3-1666-45CF-AB1940AABF9F_14,170FE9CD-7D74-2063-7334-E800F4C8B242,FF208966-95AA-0A4A-6CD0-4E5E068591FD,1680101733331,59809,24
7_heretic.mp4 - 61.049422,0F1BB181-7DA3-1666-45CF-AB1940AABF9F_14,170FE9CD-7D74-2063-7334-E800F4C8B242,FF208966-95AA-0A4A-6CD0-4E5E068591FD,1680101733565,60042,23
7_heretic.mp4 - 61.049422,0F1BB181-7DA3-1666-45CF-AB1940AABF9F_14,170FE9CD-7D74-2063-7334-E800F4C8B242,FF208966-95AA-0A4A-6CD0-4E5E068591FD,1680101737577,61049,0
7_farcry1.mp4 - 60.061,0F1BB181-7DA3-1666-45CF-AB1940AABF9F_12,170FE9CD-7D74-2063-7334-E800F4C8B242,E40BDB16-8A3A-86C4-3C71-76AC9731E9F6,1680101744266,0,0
7_farcry1.mp4 - 60.061,0F1BB181-7DA3-1666-45CF-AB1940AABF9F_12,170FE9CD-7D74-2063-7334-E800F4C8B242,E40BDB16-8A3A-86C4-3C71-76AC9731E9F6,1680101753916,9584,1
7_farcry1.mp4 - 60.061,0F1BB181-7DA3-1666-45CF-AB1940AABF9F_12,170FE9CD-7D74-2063-7334-E800F4C8B242,E40BDB16-8A3A-86C4-3C71-76AC9731E9F6,1680101754048,9716,2
7_farcry1.mp4 - 60.061,0F1BB181-7DA3-1666-45CF-AB1940AABF9F_12,170FE9CD-7D74-2063-7334-E800F4C8B242,E40BDB16-8A3A-86C4-3C71-76AC9731E9F6,1680101754198,9865,3
7_farcry1.mp4 - 60.061,0F1BB181-7DA3-1666-45CF-AB1940AABF9F_12,170FE9CD-7D74-2063-7334-E800F4C8B242,E40BDB16-8A3A-86C4-3C71-76AC9731E9F6,1680101758915,14587,4
7_farcry1.mp4 - 60.061,0F1BB181-7DA3-1666-45CF-AB1940AABF9F_12,170FE9CD-7D74-2063-7334-E800F4C8B242,E40BDB16-8A3A-86C4-3C71-76AC9731E9F6,1680101761032,16697,5
7_farcry1.mp4 - 60.061,0F1BB181-7DA3-1666-45CF-AB1940AABF9F_12,170FE9CD-7D74-2063-7334-E800F4C8B242,E40BDB16-8A3A-86C4-3C71-76AC9731E9F6,1680101773532,29201,6
7_farcry1.mp4 - 60.061,0F1BB181-7DA3-1666-45CF-AB1940AABF9F_12,170FE9CD-7D74-2063-7334-E800F4C8B242,E40BDB16-8A3A-86C4-3C71-76AC9731E9F6,1680101773598,29265,7
7_farcry1.mp4 - 60.061,0F1BB181-7DA3-1666-45CF-AB1940AABF9F_12,170FE9CD-7D74-2063-7334-E800F4C8B242,E40BDB16-8A3A-86C4-3C71-76AC9731E9F6,1680101773832,29503,8
7_farcry1.mp4 - 60.061,0F1BB181-7DA3-1666-45CF-AB1940AABF9F_12,170FE9CD-7D74-2063-7334-E800F4C8B242,E40BDB16-8A3A-86C4-3C71-76AC9731E9F6,1680101774349,30022,9
7_farcry1.mp4 - 60.061,0F1BB181-7DA3-1666-45CF-AB1940AABF9F_12,170FE9CD-7D74-2063-7334-E800F4C8B242,E40BDB16-8A3A-86C4-3C71-76AC9731E9F6,1680101774415,30087,10
7_farcry1.mp4 - 60.061,0F1BB181-7DA3-1666-45CF-AB1940AABF9F_12,170FE9CD-7D74-2063-7334-E800F4C8B242,E40BDB16-8A3A-86C4-3C71-76AC9731E9F6,1680101781482,37153,11
7_farcry1.mp4 - 60.061,0F1BB181-7DA3-1666-45CF-AB1940AABF9F_12,170FE9CD-7D74-2063-7334-E800F4C8B242,E40BDB16-8A3A-86C4-3C71-76AC9731E9F6,1680101781514,37179,12
7_farcry1.mp4 - 60.061,0F1BB181-7DA3-1666-45CF-AB1940AABF9F_12,170FE9CD-7D74-2063-7334-E800F4C8B242,E40BDB16-8A3A-86C4-3C71-76AC9731E9F6,1680101785466,41130,13
7_farcry1.mp4 - 60.061,0F1BB181-7DA3-1666-45CF-AB1940AABF9F_12,170FE9CD-7D74-2063-7334-E800F4C8B242,E40BDB16-8A3A-86C4-3C71-76AC9731E9F6,1680101785532,41206,14
7_farcry1.mp4 - 60.061,0F1BB181-7DA3-1666-45CF-AB1940AABF9F_12,170FE9CD-7D74-2063-7334-E800F4C8B242,E40BDB16-8A3A-86C4-3C71-76AC9731E9F6,1680101792516,48187,13
7_farcry1.mp4 - 60.061,0F1BB181-7DA3-1666-45CF-AB1940AABF9F_12,170FE9CD-7D74-2063-7334-E800F4C8B242,E40BDB16-8A3A-86C4-3C71-76AC9731E9F6,1680101792716,48384,12
7_farcry1.mp4 - 60.061,0F1BB181-7DA3-1666-45CF-AB1940AABF9F_12,170FE9CD-7D74-2063-7334-E800F4C8B242,E40BDB16-8A3A-86C4-3C71-76AC9731E9F6,1680101793316,48988,11
7_farcry1.mp4 - 60.061,0F1BB181-7DA3-1666-45CF-AB1940AABF9F_12,170FE9CD-7D74-2063-7334-E800F4C8B242,E40BDB16-8A3A-86C4-3C71-76AC9731E9F6,1680101793449,49121,10
7_farcry1.mp4 - 60.061,0F1BB181-7DA3-1666-45CF-AB1940AABF9F_12,170FE9CD-7D74-2063-7334-E800F4C8B242,E40BDB16-8A3A-86C4-3C71-76AC9731E9F6,1680101793516,49185,9
7_farcry1.mp4 - 61.069773,0F1BB181-7DA3-1666-45CF-AB1940AABF9F_12,170FE9CD-7D74-2063-7334-E800F4C8B242,E40BDB16-8A3A-86C4-3C71-76AC9731E9F6,1680101803232,58899,11
7_farcry1.mp4 - 61.069773,0F1BB181-7DA3-1666-45CF-AB1940AABF9F_12,170FE9CD-7D74-2063-7334-E800F4C8B242,E40BDB16-8A3A-86C4-3C71-76AC9731E9F6,1680101803399,59069,13
7_farcry1.mp4 - 61.069773,0F1BB181-7DA3-1666-45CF-AB1940AABF9F_12,170FE9CD-7D74-2063-7334-E800F4C8B242,E40BDB16-8A3A-86C4-3C71-76AC9731E9F6,1680101803166,58835,10
7_farcry1.mp4 - 61.069773,0F1BB181-7DA3-1666-45CF-AB1940AABF9F_12,170FE9CD-7D74-2063-7334-E800F4C8B242,E40BDB16-8A3A-86C4-3C71-76AC9731E9F6,1680101803332,59004,12
7_farcry1.mp4 - 61.069773,0F1BB181-7DA3-1666-45CF-AB1940AABF9F_12,170FE9CD-7D74-2063-7334-E800F4C8B242,E40BDB16-8A3A-86C4-3C71-76AC9731E9F6,1680101803816,59483,14
7_farcry1.mp4 - 61.069773,0F1BB181-7DA3-1666-45CF-AB1940AABF9F_12,170FE9CD-7D74-2063-7334-E800F4C8B242,E40BDB16-8A3A-86C4-3C71-76AC9731E9F6,1680101803832,59503,15
